doi,column,label,matched_pattern,verbatim_snippet,source
10.3174/ajnr.a9097,evaluation,Observer / reader study,\breaders?\b,"l OR: 225.00 [60.00–13350.00]; all FDR-adjusted P , .001)]. Reader-wise Wilcoxon tests showed higher overall image-quality sco",title+abstract
10.3174/ajnr.a9097,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"essel wall imaging (IC-VWI) at 7T, comparing image quality, artifacts, and acquisition time with the standard-of-care (SOC) T1-S",title+abstract
10.3174/ajnr.a9097,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"**Deep-Learning Accelerated Vessel Wall Imaging Using T1-SPACE at Ultra-High-Field Strength MRI** Girish Bathla, Pr",full text
10.3174/ajnr.a9097,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,sequences in the clinical protocol included: sagittal T2-SPACE and a sagittal precontrast T1- SPACE. The images were,full text
10.1016/j.bspc.2026.110600,method_family,Generative (GAN/diffusion/VAE),diffusion (?:model|prior|probabilistic),"s for a patient’s current state, existing single-time-point diffusion models suffer from severe ‘‘generative hallucinations’’ and low p",title+abstract
10.1016/j.bspc.2026.110600,method_family,Self-supervised / unsupervised,\bunsupervised\b,baselines and naive physical grafting methods in downstream Unsupervised Anomaly Detection (UAD) tumor segmentation proxy tasks (Dic,title+abstract
10.1016/j.bspc.2026.110600,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bSSIM\b,gh level of performance in both Normal Tissue Fidelity (NTF-SSIM = 0.928) and Growth Plausibility (GP-SSIM = 0.867). It is i,title+abstract
10.1016/j.bspc.2026.110600,failure_modes,Robustness / distribution shift,robust,y (SSGC) error). These findings validate LoDDPM as a highly robust computational framework for advancing personalized medical,title+abstract
10.1016/j.bspc.2026.110600,failure_modes,Hallucination / fidelity / instability,hallucinat,"time-point diffusion models suffer from severe ‘‘generative hallucinations’’ and low personalized fidelity, limiting their clinica",title+abstract
10.1016/j.bspc.2026.110600,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,ve repair. **Fig. 2.** Representative longitudinal T1-weighted axial brain MRI scans. Panel (a) shows the historical,full text
10.1016/j.bspc.2026.110600,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"cluding native (T1), post-contrast T1-weighted (T1Gd), T2-weighted (T2), and T2 Fluid Attenuated Inversion Recovery (FLAI",full text
10.1016/j.bspc.2026.110600,pulse_sequences,FLAIR,\bFLAIR\b,"hted (T2), and T2 Fluid Attenuated Inversion Recovery (FLAIR) volumes. For the specific validation of our longitudi",full text
10.1016/j.bspc.2026.110600,public_dataset,IXI,\bIXI\b,"tissue, we trained our model on the publicly available IXI dataset [35]. This dataset contains T1-weighted brain",full text
10.1016/j.bspc.2026.110600,public_dataset,BraTS,\bBraTS\b,y brain MRI images. The validation of the longitudinal BraTS-<br>Lighthouse2025 dataset demonstrates that LoDDPM ac,full text
10.3174/ajnr.a8977,method_family,Compressed sensing / parallel imaging,undersampl,023 in staggered periods. All participants underwent 4-fold undersampled 3D MPRAGE with an integrated scout accelerated motion est,title+abstract
10.3174/ajnr.a8977,method_family,Motion correction,motion correct,te a DL reconstruction method that integrates retrospective motion correction into the reconstruction pipeline for 3D T1-weighted brai,title+abstract
10.3174/ajnr.a8977,evaluation,Observer / reader study,radiologists?,lunteers. Image quality was rated by 2 board-certified neuroradiologists by using a 5-point Likert scale. Statistical analysis inclu,title+abstract
10.3174/ajnr.a8977,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"tim from paper full text --> BACKGROUND AND PURPOSE: Motion artifacts remain a key limitation in brain MRI, particularly during",title+abstract
10.3174/ajnr.a8977,failure_modes,Motion degradation,motion[- ](?:artifact|corrupt|degrad|induced),": verbatim from paper full text --> BACKGROUND AND PURPOSE: Motion artifacts remain a key limitation in brain MRI, particularly during",title+abstract
10.3174/ajnr.a8977,failure_modes,Geometric / anatomical distortion,morphometr,of care methods and the proposed DL approach. Quantitative morphometric accuracy was assessed by comparing brain segmentation res,title+abstract
10.3174/ajnr.a8977,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"ion correction into the reconstruction pipeline for 3D T1-weighted brain MRI. MATERIALS AND METHODS: This prospective,",full text
10.3174/ajnr.a8977,reference_standard,Conventional reconstruction comparator,,"ual ratings showed improved scores across all criteria compared with standard reconstructions (overall image quality, 4.26 [SD, 0.72] versus 3.59 [",full text
