timestamp_utc,pmid,doi,year,title,journal,decision,stage,include_reason,exclude_reason,flag_reason,background_reason,needs_human_review,reviewer_votes,evidence_spans,source_path,copy_path,confidence_score,confidence,reviewer_votes_normalized,automated_vote_count,automated_votes_summary
2026-07-27T12:23:32.158013+00:00,31865624,10.1002/nbm.4225,2022,Suppressing motion artefacts in MRI using an Inception-ResNet network with motion simulation augmentation.,NMR in biomedicine,include,fulltext_screening,"Deep-learning method to suppress motion artifacts in brain MRI, addressing a reconstruction failure mode and evaluated with SSIM and RMSE against a baseline.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""suppress motion artefacts in MR images"", ""mean structural similarity (SSIM) increased from 0.9058 to 0.9338""]",2022 - Suppressing motion artefacts in MRI using an Inception-ResNet network with motion simulation augmentation. - PMID 31865624.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,33692222,10.2463/mrms.rev.2020-0159,2022,Texture Analysis in Brain Tumor MR Imaging.,Magnetic resonance in medical sciences,background_only,fulltext_screening,,,,review_for_background: Invited narrative review of MR texture analysis/radiomics in brain tumors; a review publication type.,FALSE,"{""Dat Mai_fulltext"": ""background_only""}","[""An Invited Review"", ""describes a variety of techniques for image analysis""]",2022 - Texture Analysis in Brain Tumor MR Imaging. - PMID 33692222.md,,0.9,high,{},1,"{""background_only"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1109/isbi52829.2022.9761443,2022,Unsupervised Anomaly Detection in 3D Brain MRI Using Deep Learning with Impured Training Data,2022 IEEE ISBI,exclude,fulltext_screening,,"out_of_scope: Studies autoencoder anomaly (lesion) detection and training-label impurity, using reconstruction error for outlier removal rather than evaluating reconstruction safety.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""unsupervised anomaly detection (UAD) methods"", ""outlier removal ... based on the reconstruction-loss""]",2022 - Unsupervised Anomaly Detection in 3D Brain MRI Using Deep Learning with Impured Training Data - IEEEXPLORE 9761443.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,34882551,10.1109/tmi.2021.3134496,2022,Unsupervised Deep Learning for FOD-Based Susceptibility Distortion Correction in Diffusion MRI.,IEEE transactions on medical imaging,include,fulltext_screening,"Deep-learning susceptibility-distortion correction for brain diffusion MRI addressing a geometric-distortion failure mode, evaluated for accuracy against traditional and learning baselines.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""Susceptibility induced distortion is a major artifact"", ""achieves significant improvements in terms of the mean squared difference""]",2022 - Unsupervised Deep Learning for FOD-Based Susceptibility Distortion Correction in Diffusion MRI. - PMID 34882551.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37836869,10.3390/s23198039,2023,A Deep Learning Model for Correlation Analysis between Electroencephalography Signal and Speech Stimuli.,Sensors (Basel),exclude,fulltext_screening,,"out_of_scope: Concerns EEG-speech correlation analysis, not MRI reconstruction or its safety/fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""maximize correlation between EEG and speech stimuli""]",2023 - A Deep Learning Model for Correlation Analysis between Electroencephalography Signal and Speech Stimuli. - PMID 37836869.md,,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37126506,10.1371/journal.pone.0284480,2023,"A comparison of machine learning approaches for the quantification of microglial cells in the brain of mice, rats and non-human primates.",PloS one,exclude,fulltext_screening,,wrong_population: Animal histology microglia quantification with machine learning; not human brain MRI reconstruction.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""quantification of microglial cells in the brain of mice, rats""]","2023 - A comparison of machine learning approaches for the quantification of microglial cells in the brain of mice, rats and no - PMID 37126506.md",,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37963952,10.1038/s41598-023-46073-4,2023,Accelerated preprocessing of large numbers of brain images by parallel computing on supercomputers.,Scientific reports,exclude,fulltext_screening,,"out_of_scope: Concerns computational speed of FreeSurfer preprocessing on a supercomputer, not reconstruction safety or fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""shorten the analysis time for data preprocessing"", ""calculation time of 17.33 h""]",2023 - Accelerated preprocessing of large numbers of brain images by parallel computing on supercomputers. - PMID 37963952.md,,0.8,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37384951,10.1016/j.media.2023.102872,2023,Adaptive diffusion priors for accelerated MRI reconstruction.,Medical image analysis,include,fulltext_screening,"Proposes an adaptive diffusion-prior reconstruction for accelerated multi-contrast brain MRI, explicitly targeting reliability against domain shifts of a generative reconstruction.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""improve reliability against domain shifts"", ""AdaDiff outperforms competing conditional and unconditional methods under domain shifts""]",2023 - Adaptive diffusion priors for accelerated MRI reconstruction. - PMID 37384951.md,,0.65,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1109/isbi53787.2023.10230351,2023,Brain Subtle Anomaly Detection Based on Auto-Encoders Latent Space Analysis: Application To De Novo Parkinson Patients,2023 IEEE ISBI,exclude,fulltext_screening,,"out_of_scope: Autoencoder latent-space anomaly detection of brain lesions in Parkinson patients, not an evaluation of reconstruction safety or fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""reconstruction error criterion may limit their performance"", ""subtle anomalies such as hardly visible brain lesions""]",2023 - Brain Subtle Anomaly Detection Based on Auto-Encoders Latent Space Analysis Application To De Novo Parkinson Patients - IEEEXPLORE 10230351.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36702502,10.3174/ajnr.a7777,2023,Clinical Evaluation of Scout Accelerated Motion Estimation and Reduction Technique for 3D MR Imaging in the Inpatient and Emergency Department Settings.,AJNR. American journal of neuroradiology,include,fulltext_screening,"Evaluates a retrospective motion-correction reconstruction (SAMER) for brain MRI, using blinded neuroradiologist grading of motion artifacts and diagnostic quality.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""retrospective motion correction"", ""improved the diagnostic image quality of clinical brain MR""]",2023 - Clinical Evaluation of Scout Accelerated Motion Estimation and Reduction Technique for 3D MR Imaging in the Inpatient an - PMID 36702502.md,,0.55,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1007/s00062-023-01261-7,2023,Comparison of EPI DWI and STEAM DWI in Early Postoperative MRI Controls After Resection of Tumors of the Central Nervous System,Clinical Neuroradiology,include,fulltext_Thu_adjudication,failure_mode_evaluation: Resolved to include: the study is an evaluation of a diagnostic failure mode - susceptibility artifacts in brain DWI causing missed or undersized ischemic lesions (omitted true pathology) - quantified by blinded vis ...,,,,FALSE,"{""Dat Mai_fulltext"": ""flagged"", ""Thu_adjudicator"": ""include""}","[""severe and diagnostically relevant artifacts in EPI DWI, but none in STEAM DWI"", ""led to a worse detection of ischemic lesions and thus to a possible failed diagnosis""]",2023 - Comparison of EPI DWI and STEAM DWI in Early Postoperative MRI Controls After Resection of Tumors of the Central Nervous - SPRINGER 10.1007_s00062-023-01261-7.md,,0.55,low,"{""Thu_adjudicator"": ""include""}",1,"{""flagged"": 1}"
2026-07-27T12:23:32.158013+00:00,36738847,10.1016/j.jneumeth.2023.109810,2023,Controlling jaw-related motion artifacts in functional near-infrared spectroscopy.,Journal of neuroscience methods,exclude,fulltext_screening,,"wrong_intervention_or_index: Addresses motion artifacts in fNIRS optical neuroimaging, not MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""control the jaw-related motion artifacts in fNIRS signals""]",2023 - Controlling jaw-related motion artifacts in functional near-infrared spectroscopy. - PMID 36738847.md,,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.48550/arxiv.2305.00088,2023,DD-CISENet: Dual-Domain Cross-Iteration Squeeze and Excitation Network for Accelerated MRI Reconstruction,arXiv.org,include,fulltext_screening,Deep-learning accelerated brain MRI reconstruction that reduces aliasing artifacts and is evaluated by reconstruction error against other DL methods on fastMRI brain data.,,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""severe aliasing reconstruction artifacts"", ""average reconstruction error by DD-CISENet was 2.28""]",2023 - DD-CISENet Dual-Domain Cross-Iteration Squeeze and Excitation Network for Accelerated MRI Reconstruction - SEMANTICSCHOLAR ce78239f940be85d2d81ce9c3f53642eb3a6ecb4.md,,0.55,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37797482,10.1016/j.media.2023.102942,2023,"Deep learning, data ramping, and uncertainty estimation for detecting artifacts in large, imbalanced databases of MRI images.",Medical image analysis,include,fulltext_screening,"Proposes an automated deep-learning method with uncertainty estimation to detect artifacts in large MRI databases, an evaluation/quality-control methodology for a reconstruction failure mode.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""Automated methods to detect MRI artifacts"", ""generate probabilities and epistemic uncertainties""]","2023 - Deep learning, data ramping, and uncertainty estimation for detecting artifacts in large, imbalanced databases of MRI im - PMID 37797482.md",,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,36433748,10.1002/mp.16119,2023,Deep learning-based motion quantification from k-space for fast model-based magnetic resonance imaging motion correction.,Medical physics,include,fulltext_screening,"Explicitly targets hallucination risk of image-to-image deep-learning motion correction of head MRI, proposing a data-consistency-preserving method and evaluating fidelity (SSIM/RMSE) with no hallucinations.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""can be prone to undesired alterations of the image (hallucinations')"", ""no hallucinations were observed""]",2023 - Deep learning-based motion quantification from k-space for fast model-based magnetic resonance imaging motion correction - PMID 36433748.md,,0.75,medium,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1038/s41377-023-01230-2,2023,"Deep self-learning enables fast, high-fidelity isotropic resolution restoration for volumetric fluorescence microscopy",Light: Science & Applications,exclude,fulltext_screening,,"wrong_intervention_or_index: Resolution restoration for fluorescence microscopy, not MRI reconstruction, despite discussing hallucination suppression.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""for volumetric microscopy"", ""suppress the hallucination with substantially enhanced image quality""]","2023 - Deep self-learning enables fast, high-fidelity isotropic resolution restoration for volumetric fluorescence microscopy - SPRINGER 10.1038_s41377-023-01230-2.md",,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.33266/1024-6177-2023-68-6-106-117,2023,Development of Software Tools Based on Clinical Data and Phantom Studies for Mathematical Simulation Modeling to Assess Brain Perfusion and Improve Image Quality During SPECT/CT with 99mTc-GMPAO,Medical Radiology and radiation safety,exclude,fulltext_screening,,"wrong_intervention_or_index: Evaluates SPECT/CT reconstruction (OSEM) errors and stopping criteria for brain perfusion imaging, not MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""image reconstruction program based on the OSEM algorithm"", ""investigate errors in the reconstruction algorithm""]",2023 - Development of Software Tools Based on Clinical Data and Phantom Studies for Mathematical Simulation Modeling to Assess - OPENALEX W4389489506.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36867912,10.1016/j.media.2023.102744,2023,Diffusion MRI data analysis assisted by deep learning synthesized anatomical images (DeepAnat).,Medical image analysis,include,fulltext_screening,"Deep-learning synthesis of anatomical brain MRI from diffusion data, evaluated for fidelity/similarity to native images and for correcting geometric-distortion-related co-registration.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""not corrected for susceptibility-induced geometric distortion"", ""highly similar to those from native T1w data""]",2023 - Diffusion MRI data analysis assisted by deep learning synthesized anatomical images (DeepAnat). - PMID 36867912.md,,0.5,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37125656,10.1002/mrm.29684,2023,Distortion-corrected image reconstruction with deep learning on an MRI-Linac.,Magnetic resonance in medicine,include,fulltext_screening,"Deep-learning reconstruction that corrects geometric distortion in brain MRI, addressing a listed failure mode and evaluated with SSIM/RMSE and structure preservation.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""geometric distortions caused by gradient nonlinearities"", ""better preserves image structures ... highest SSIM""]",2023 - Distortion-corrected image reconstruction with deep learning on an MRI-Linac. - PMID 37125656.md,,0.65,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1007/s12149-022-01808-7,2023,Dosimetry and efficacy of a tau PET tracer [18F]MK-6240 in Japanese healthy elderly and patients with Alzheimer’s disease,Annals of Nuclear Medicine,exclude,fulltext_screening,,"out_of_scope: Clinical PET tracer dosimetry/pharmacokinetics study, unrelated to MRI reconstruction safety.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""radiation dosimetry, pharmacokinetics and biodistribution of [18F]MK-6240""]",2023 - Dosimetry and efficacy of a tau PET tracer 18F MK-6240 in Japanese healthy elderly and patients with Alzheimer’s disease - SPRINGER 10.1007_s12149-022-01808-7.md,,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36824894,10.1101/2023.02.15.528684,2023,Eddy current-induced artifacts correction in high gradient strength diffusion MRI with dynamic field monitoring: demonstration in ex vivo human brain imaging,bioRxiv,exclude,fulltext_Thu_adjudication,,"wrong_outcome: Resolved to exclude: although ghosting and geometric distortion are in-scope failure modes, the contribution is a field-monitoring-informed reconstruction framework that corrects them, benchmarked qualitatively against naviga ...",,,FALSE,"{""Dat Mai_fulltext"": ""flagged"", ""Thu_adjudicator"": ""exclude""}","[""To demonstrate the advantages of spatiotemporal magnetic field monitoring to correct eddy current-induced artifacts"", ""efficacy of dynamic field monitoring-based image reconstruction was demonstrated on high-resolution whole brain ex vivo ...",2023 - Eddy current-induced artifacts correction in high gradient strength diffusion MRI with dynamic field monitoring demonstr - SEMANTICSCHOLAR cfba3e522bc74e1befc0a0147bdb207692984eb5.md,,0.55,low,"{""Thu_adjudicator"": ""exclude""}",1,"{""flagged"": 1}"
2026-07-27T12:23:32.158013+00:00,37058493,10.1371/journal.pone.0284440,2023,Effect of geometric distortion correction on thickness and volume measurements of cortical parcellations in 3D T1w gradient echo sequences.,PloS one,include,fulltext_screening,"Quantifies how gradient geometric-distortion correction affects brain volumetric measurement reliability, a fidelity evaluation of a listed distortion failure mode.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""image distortions can corrupt and bias the analysis"", ""Correcting for gradient non-linearities can have significant influence on volumetric analysis""]",2023 - Effect of geometric distortion correction on thickness and volume measurements of cortical parcellations in 3D T1w gradi - PMID 37058493.md,,0.5,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37237139,10.1038/s41598-023-35794-1,2023,Evaluation of motion artefact reduction depending on the artefacts' directions in head MRI using conditional generative adversarial networks.,Scientific reports,include,fulltext_screening,"Evaluates conditional-GAN motion-artifact correction of head MRI, addressing a reconstruction failure mode with SSIM/PSNR fidelity metrics against artifact-free images.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""compare and evaluate the accuracy of motion artefacts correction using a conditional generative adversarial network"", ""evaluated using structural image similarity (SSIM) and peak signal-to-noise ratio""]",2023 - Evaluation of motion artefact reduction depending on the artefacts' directions in head MRI using conditional generative - PMID 37237139.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37284977,10.1007/s12021-023-09635-5,2023,Geometric Reliability of Super-Resolution Reconstructed Images from Clinical Fetal MRI in the Second Trimester.,Neuroinformatics,include,fulltext_screening,Directly evaluates the geometric reliability of super-resolution reconstructed fetal brain MRI across toolkits via biometric comparisons to acquired images.,,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""Geometric Reliability of Super-Resolution Reconstructed Images"", ""NiftyMIC and MIALSRTK provide reliable SR reconstructed volumes""]",2023 - Geometric Reliability of Super-Resolution Reconstructed Images from Clinical Fetal MRI in the Second Trimester. - PMID 37284977.md,,0.65,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37070221,10.1002/nbm.4954,2023,Global deep learning optimization of chemical exchange saturation transfer magnetic resonance fingerprinting acquisition schedule.,NMR in biomedicine,exclude,fulltext_screening,,"out_of_scope: Deep-learning optimization of a CEST-MRF acquisition schedule with tissue-map reproducibility, rather than an evaluation of reconstruction safety/fidelity failure modes.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""optimize the CEST-MRF acquisition schedule"", ""lower normalized root mean square error for all parameters""]",2023 - Global deep learning optimization of chemical exchange saturation transfer magnetic resonance fingerprinting acquisition - PMID 37070221.md,,0.5,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36841894,10.1038/s41598-023-30344-1,2023,High frequency conductivity decomposition by solving physically constraint underdetermined inverse problem in human brain.,Scientific reports,exclude,fulltext_screening,,"out_of_scope: Reconstruction of tissue conductivity maps (MR electrical properties tomography), a niche quantitative inverse problem not about image-reconstruction safety/fidelity failure modes.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""physically constraint underdetermined inverse problem"", ""analyzed the errors for reconstructed extra-neurite conductivity""]",2023 - High frequency conductivity decomposition by solving physically constraint underdetermined inverse problem in human brai - PMID 36841894.md,,0.6,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37783362,10.1016/j.neuroimage.2023.120387,2023,High resolution 0.5mm isotropic T1-weighted and diffusion tensor templates of the brain of non-demented older adults in a common space for the MIITRA atlas.,NeuroImage,exclude,fulltext_screening,,out_of_scope: Constructs high-resolution brain atlas templates; not an evaluation of MRI reconstruction safety or fidelity.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""develop 0.5 mm isotropic resolution T1w and DTI templates"", ""free of artifacts""]",2023 - High resolution 0.5mm isotropic T1-weighted and diffusion tensor templates of the brain of non-demented older adults in - PMID 37783362.md,,0.65,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36106429,10.1002/nbm.4831,2023,"High-fidelity, high-spatial-resolution diffusion magnetic resonance imaging of ex vivo whole human brain at ultra-high gradient strength with structured low-rank echo-planar imaging ghost correction.",NMR in biomedicine,include,fulltext_screening,"Applies a structured low-rank k-space reconstruction to correct ghosting artifacts in human brain diffusion MRI, addressing a reconstruction failure mode with fidelity improvement over alternatives.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""pronounced ghosting artifacts"", ""structured low-rank matrix (SLM) modeling ... to mitigate artifacts""]","2023 - High-fidelity, high-spatial-resolution diffusion magnetic resonance imaging of ex vivo whole human brain at ultra-high g - PMID 36106429.md",,0.5,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,36708203,10.1002/mrm.29608,2023,High-resolution motion- and phase-corrected functional MRI at 7 T using shuttered multishot echo-planar imaging.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: A shuttered multishot EPI acquisition for high-resolution fMRI reducing ghosting; primarily an fMRI acquisition method rather than a reconstruction-safety evaluation.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""reduced sensitivity to in-plane motion"", ""increased spurious activation outside the brain""]",2023 - High-resolution motion- and phase-corrected functional MRI at 7 T using shuttered multishot echo-planar imaging. - PMID 36708203.md,,0.5,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37010811,10.1002/mrm.29647,2023,Highly accelerated intracranial time-of-flight magnetic resonance angiography using wave-encoding.,Magnetic resonance in medicine,include,fulltext_screening,"Accelerated wave-encoded intracranial MRA reconstruction evaluated for flow artifacts and fidelity (SSIM, contrast) versus fully sampled references at high acceleration.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""Flow-related artifacts in wave-TOF were investigated"", ""structural similarity index measure (SSIM) between the maximum intensity projection images""]",2023 - Highly accelerated intracranial time-of-flight magnetic resonance angiography using wave-encoding. - PMID 37010811.md,,0.45,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,36914107,10.1016/j.neuroimage.2023.120011,2023,Improved sensitivity and microvascular weighting of 3T laminar fMRI with GE-BOLD using NORDIC and phase regression.,NeuroImage,exclude,fulltext_screening,,"out_of_scope: Uses NORDIC denoising and phase regression to improve laminar fMRI feasibility, not an evaluation of MRI reconstruction safety/fidelity failure modes.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""NORDIC denoising and phase regression"", ""tSNR values comparable to or higher than commonly observed at 7T""]",2023 - Improved sensitivity and microvascular weighting of 3T laminar fMRI with GE-BOLD using NORDIC and phase regression. - PMID 36914107.md,,0.5,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37784039,10.1186/s12880-023-01109-z,2023,"Improving MR image quality with a multi-task model, using convolutional losses.",BMC medical imaging,include,fulltext_screening,"Machine-learning multi-task correction of bias, super-resolution, motion, and noise artifacts in brain MRI, evaluated for image fidelity with a perceptual metric.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""correct for all four aforementioned artefacts using multi-task learning"", ""produce sharper, more realistic results""]","2023 - Improving MR image quality with a multi-task model, using convolutional losses. - PMID 37784039.md",,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,37079170,10.1007/s11604-023-01431-0,2023,In reply: the improvement technique for reproducibility of diffusion tensor image analysis along the perivascular space (DTI-ALPS).,Japanese journal of radiology,background_only,fulltext_screening,,,,review_for_background: Letter/Comment reply with no abstract and no methodological contribution; a commentary publication type.,FALSE,"{""Dat Mai_fulltext"": ""background_only""}","[""In reply"", ""Letter""]",2023 - In reply the improvement technique for reproducibility of diffusion tensor image analysis along the perivascular space ( - PMID 37079170.md,,0.7,medium,{},1,"{""background_only"": 1}"
2026-07-27T12:23:32.158013+00:00,36808915,10.1088/1361-6560/acbde2,2023,Mesh modeling of system geometry and anatomy phantoms for realistic GATE simulations and their inclusion in SPECT reconstruction.,Physics in medicine and biology,exclude,fulltext_screening,,"wrong_intervention_or_index: Monte Carlo simulation and reconstruction for a brain SPECT system, not MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""their inclusion in SPECT reconstruction"", ""simulation of complex SPECT acquisitions and reconstructions""]",2023 - Mesh modeling of system geometry and anatomy phantoms for realistic GATE simulations and their inclusion in SPECT recons - PMID 36808915.md,,0.75,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36856903,10.1007/s10278-022-00697-6,2023,Multi-Modal Brain Tumor Data Completion Based on Reconstruction Consistency Loss.,Journal of digital imaging,include,fulltext_screening,GAN-based generative completion/synthesis of missing brain tumor MRI modalities evaluated with PSNR/SSIM fidelity metrics and downstream segmentation.,,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""corrupted by noise or artifacts during the practical scanning process"", ""PSNR and SSIM as evaluation metrics""]",2023 - Multi-Modal Brain Tumor Data Completion Based on Reconstruction Consistency Loss. - PMID 36856903.md,,0.5,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,34757909,10.1109/tvcg.2021.3127132,2023,NeuRegenerate: A Framework for Visualizing Neurodegeneration.,IEEE transactions on visualization and computer graphics,exclude,fulltext_screening,,"wrong_population: GAN-based prediction/visualization of neural fiber morphology in mouse-brain wide-field microscopy, not human brain MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""large brain microscopy volumes"", ""cholinergic system of the mouse brain""]",2023 - NeuRegenerate A Framework for Visualizing Neurodegeneration. - PMID 34757909.md,,0.8,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37963396,10.1088/1741-2552/ad0c5f,2023,Novel machine learning approaches for improving the reproducibility and reliability of functional and effective connectivity from functional MRI.,Journal of neural engineering,exclude,fulltext_screening,,"out_of_scope: Develops ML functional/effective connectivity measures and their reproducibility, not an evaluation of MRI reconstruction safety or fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""improving the reproducibility and reliability of functional and effective connectivity"", ""measure of FC (ML.FC)""]",2023 - Novel machine learning approaches for improving the reproducibility and reliability of functional and effective connecti - PMID 37963396.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37394534,10.1186/s41747-023-00351-y,2023,Optimized flow compensation for contrast-enhanced T1-weighted Wave-CAIPI 3D MPRAGE imaging of the brain.,European radiology experimental,include,fulltext_screening,"Addresses flow-related artifacts in accelerated Wave-CAIPI brain MRI that mimic enhancing lesions (a fabricated-pathology failure mode), evaluated with radiologist ratings.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""flow-related artifacts mimicked enhancing lesions"", ""reduce these artifacts through testing in a custom-built flow phantom""]",2023 - Optimized flow compensation for contrast-enhanced T1-weighted Wave-CAIPI 3D MPRAGE imaging of the brain. - PMID 37394534.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,36897057,10.1177/19714009231163559,2023,Pediatric low-dose head CT: Image quality improvement using iterative model reconstruction.,The neuroradiology journal,exclude,fulltext_screening,,"wrong_intervention_or_index: Evaluates iterative reconstruction for pediatric head CT, not MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""low-dose head computed tomography (CT)"", ""iterative model reconstruction""]",2023 - Pediatric low-dose head CT Image quality improvement using iterative model reconstruction. - PMID 36897057.md,,0.75,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,37423271,10.1016/j.neuroimage.2023.120248,2023,Randomized iterative spherical-deconvolution informed tractogram filtering.,NeuroImage,exclude,fulltext_screening,,"out_of_scope: Improves reliability of tractogram (streamline) filtering, a tractography post-processing task, not MRI image reconstruction safety/fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""tractogram filtering methods have been developed to remove faulty connections"", ""facing problems with reliability""]",2023 - Randomized iterative spherical-deconvolution informed tractogram filtering. - PMID 37423271.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36594439,10.1002/mrm.29573,2023,Reconstruction for 7T high-resolution whole-brain diffusion MRI using two-stage N/2 ghost correction and L1-SPIRiT without single-band reference.,Magnetic resonance in medicine,exclude,fulltext_screening,,"wrong_intervention_or_index: Classical parallel-imaging/compressed-sensing reconstruction (L1-SPIRiT) method development, not an AI/ML reconstruction nor a safety-evaluation methodology.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""two-stage N/2 ghost correction and an adapted L1-SPIRiT method""]",2023 - Reconstruction for 7T high-resolution whole-brain diffusion MRI using two-stage N 2 ghost correction and L1-SPIRiT witho - PMID 36594439.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,36648573,10.1007/s10554-023-02793-2,2023,Reliability of respiratory-gated real-time two-dimensional cine incorporating deep learning reconstruction for the assessment of ventricular function in an adult population.,The international journal of cardiovascular imaging,exclude,fulltext_screening,,"wrong_population: Cardiac cine MRI (ventricular function), not brain MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""assessment of ventricular function in an adult population""]",2023 - Reliability of respiratory-gated real-time two-dimensional cine incorporating deep learning reconstruction for the asses - PMID 36648573.md,,0.9,high,{},1,"{""exclude"": 1}"
